Data,Produto,Categoria,Preço Unitário,Custo Unitário,Marca,Quantidade Vendida,Nome do Cliente,Cidade
2024-04-16,saia,ROUPAS,3.04,1.86,Linguini,50,Alexandre Pires,Ribeirão Pires
2024-04-03,chinelo,ROUPAS,4.62,3.49,Tabajara,27,Alana Sá,Tangamandapio
2023-06-07,papel higiênico,HIGIENE,6.19,4.53,Linguini,19,Joaquim Araújo,Tangamandapio
2023-11-22,abacaxi,ALIMENTOS,3.62,2.35,Linguini,5,Maria Liz Melo,Campinas
2023-09-07,chinelo,ROUPAS,7.98,5.42,Linguini,14,Vitor Gabriel Peixoto,Ribeirão Pires
2023-10-03,saia,ROUPAS,7.24,4.98,Linguini,16,Ana Beatriz Marques,Santos
2024-01-11,papel higiênico,HIGIENE,6.43,3.39,Tabajara,17,Sra. Natália da Rosa,Tangamandapio
2023-06-06,saia,ROUPAS,5.68,2.92,Tabajara,4,Vinícius Moura,Ribeirão Pires
2023-08-07,durex,UTILIDADES,5.63,4.38,Tabajara,27,Henrique Fernandes,Tangamandapio
2023-05-22,filé de tilápia 1kg,ALIMENTOS,5.94,3.68,Linguini,36,Brayan Montenegro,Ribeirão Pires
2023-08-10,durex,UTILIDADES,6.65,4.21,Linguini,18,Maria Sophia Aparecida,Ribeirão Pires
2024-04-12,saia,ROUPAS,8.64,6.56,Tabajara,41,João Gabriel Novais,Santos
2023-12-30,chinelo,ROUPAS,5.89,4.09,Linguini,33,Rebeca Alves,Santos
2023-10-23,vinho,BEBIDAS,9.94,5.51,Tabajara,28,Levi Alves,Campinas
2023-10-08,shampoo,HIGIENE,9.55,5.81,Tabajara,9,Isaac Melo,Tangamandapio
2024-04-17,abacaxi,ALIMENTOS,9.49,6.83,Linguini,47,Isaac das Neves,Santos
2024-04-20,saia,ROUPAS,5.67,4.12,Tabajara,34,Ana Julia Melo,Santos
2023-07-14,panela,UTILIDADES,5.55,4.38,Linguini,28,Brayan Andrade,Ribeirão Pires
2023-05-17,abacaxi,ALIMENTOS,7.42,4.96,Linguini,36,Srta. Maria Sophia Lopes,Santos
2023-07-15,chinelo,ROUPAS,2.48,1.77,Linguini,6,Dr. Thomas Carvalho,Santos
2023-12-18,saia,ROUPAS,9.25,5.47,Linguini,16,Thomas Costela,Santos
2023-06-12,chinelo,ROUPAS,2.99,1.74,Tabajara,10,Léo Gomes,Santos
2023-08-27,chinelo,ROUPAS,7.77,5.56,Linguini,4,Maysa Andrade,Ribeirão Pires
2024-02-27,papel higiênico,HIGIENE,1.35,0.72,Linguini,41,Rodrigo Costela,Santos
2023-08-27,abacaxi,ALIMENTOS,8.18,6.4,Linguini,34,Isabela Oliveira,Santos
2023-08-19,abacaxi,ALIMENTOS,7.94,6.25,Tabajara,46,Sra. Ana Julia Nunes,Campinas
2023-08-09,abacaxi,ALIMENTOS,3.57,1.83,Linguini,48,Olivia Correia,Tangamandapio
2023-10-13,vinho,BEBIDAS,8.35,5.78,Linguini,33,Enrico Pereira,Tangamandapio
2023-07-21,papel higiênico,HIGIENE,7.4,4.32,Linguini,12,Marcela Fernandes,Ribeirão Pires
2023-08-21,durex,UTILIDADES,3.65,2.45,Tabajara,14,Stella Camargo,Tangamandapio
2023-10-29,fita isolante,UTILIDADES,9.75,7.79,Linguini,18,Luiz Felipe Machado,Tangamandapio
2023-10-22,durex,UTILIDADES,1.52,1.06,Linguini,17,Srta. Kamilly Mendes,Tangamandapio
2024-04-09,chinelo,ROUPAS,5.0,3.01,Tabajara,26,João Lucas Rezende,Santos
2023-09-24,filé de tilápia 1kg,ALIMENTOS,5.05,3.51,Tabajara,48,Davi Lucas Rios,Ribeirão Pires
2024-04-26,filé de tilápia 1kg,ALIMENTOS,7.79,3.94,Linguini,25,Raul Moraes,Tangamandapio
2024-01-10,vinho,BEBIDAS,8.73,5.53,Tabajara,47,Ágatha Cunha,Santos
2023-05-01,durex,UTILIDADES,8.02,4.52,Linguini,27,Sr. Diogo Barros,Santos
2023-08-20,papel higiênico,HIGIENE,5.54,3.18,Tabajara,25,Srta. Milena Moura,Ribeirão Pires
2023-07-20,papel higiênico,HIGIENE,3.05,1.59,Linguini,24,Rafael Machado,Santos
2023-05-15,vinho,BEBIDAS,9.08,6.62,Linguini,20,Erick Freitas,Santos
2023-09-20,abacaxi,ALIMENTOS,7.66,4.43,Linguini,22,Sr. Caio Vasconcelos,Santos
2023-12-05,vinho,BEBIDAS,5.64,4.17,Tabajara,33,Juan Cavalcanti,Ribeirão Pires
2024-01-07,papel higiênico,HIGIENE,6.24,4.68,Tabajara,15,Srta. Luana Barbosa,Campinas
2023-12-30,saia,ROUPAS,3.91,2.78,Linguini,9,Sr. João Moreira,Santos
2024-02-13,durex,UTILIDADES,4.02,2.77,Linguini,31,Clarice Cirino,Tangamandapio
2024-03-20,abacaxi,ALIMENTOS,6.82,3.81,Tabajara,48,Joaquim Mendes,Ribeirão Pires
2023-07-08,abacaxi,ALIMENTOS,7.18,4.59,Tabajara,23,Davi Luiz Pacheco,Santos
2023-06-25,abacaxi,ALIMENTOS,4.94,3.61,Linguini,31,Sra. Luna Oliveira,Campinas
2024-04-29,filé de tilápia 1kg,ALIMENTOS,4.71,3.32,Tabajara,7,Ravi Machado,Tangamandapio
2024-03-05,shampoo,HIGIENE,8.47,6.48,Linguini,3,Davi Guerra,Tangamandapio
2024-03-23,fita isolante,UTILIDADES,6.72,4.29,Tabajara,39,Sr. Bryan Novaes,Santos
2023-11-12,abacaxi,ALIMENTOS,4.36,3.36,Tabajara,31,Dr. José Souza,Ribeirão Pires
2023-11-22,chinelo,ROUPAS,4.06,3.1,Linguini,17,Amanda Abreu,Tangamandapio
2023-10-03,abacaxi,ALIMENTOS,6.08,3.36,Tabajara,19,Gabrielly Silva,Tangamandapio
2023-08-03,saia,ROUPAS,1.6,0.94,Linguini,11,Dr. Arthur Gabriel Peixoto,Ribeirão Pires
2023-07-05,filé de tilápia 1kg,ALIMENTOS,3.93,2.44,Tabajara,42,Maria Clara Vargas,Tangamandapio
2023-11-13,abacaxi,ALIMENTOS,5.87,3.49,Linguini,4,Juan Sales,Santos
2023-07-10,abacaxi,ALIMENTOS,4.78,2.77,Linguini,12,Sra. Pietra da Rosa,Ribeirão Pires
2023-07-15,shampoo,HIGIENE,3.64,2.89,Linguini,1,Enzo Ramos,Tangamandapio
2023-06-12,shampoo,HIGIENE,2.42,1.89,Linguini,43,Kaique Sampaio,Ribeirão Pires
2023-11-18,chinelo,ROUPAS,4.53,2.52,Linguini,41,Beatriz Cardoso,Ribeirão Pires
2023-09-27,chinelo,ROUPAS,2.76,1.48,Linguini,36,Anthony Costela,Ribeirão Pires
2024-03-30,shampoo,HIGIENE,3.92,2.02,Linguini,49,João Felipe Rezende,Campinas
2024-03-16,abacaxi,ALIMENTOS,8.24,5.51,Tabajara,13,Maria Isis Fonseca,Ribeirão Pires
2023-09-09,abacaxi,ALIMENTOS,1.76,1.01,Tabajara,33,João Felipe Borges,Tangamandapio
2023-11-14,panela,UTILIDADES,3.81,2.56,Tabajara,47,Sr. Diego Ferreira,Santos
2023-09-04,saia,ROUPAS,7.7,4.03,Tabajara,44,Alícia Leão,Ribeirão Pires
2024-01-31,shampoo,HIGIENE,1.54,1.08,Linguini,15,Dr. Nicolas Peixoto,Tangamandapio
2023-11-29,papel higiênico,HIGIENE,4.78,3.35,Linguini,30,Mariane Oliveira,Ribeirão Pires
2023-09-30,panela,UTILIDADES,7.65,4.16,Linguini,32,Bento Barros,Tangamandapio
2023-12-08,vinho,BEBIDAS,8.77,4.51,Tabajara,20,Heitor Rios,Tangamandapio
2023-12-06,vinho,BEBIDAS,8.44,6.36,Linguini,38,João Gabriel da Rocha,Santos
2023-10-16,saia,ROUPAS,7.7,6.04,Linguini,10,Dra. Juliana Viana,Santos
2024-02-13,fita isolante,UTILIDADES,4.3,2.3,Linguini,46,Alice Correia,Santos
2024-01-11,fita isolante,UTILIDADES,6.95,5.31,Tabajara,5,Dom Cavalcanti,Santos
2023-10-16,shampoo,HIGIENE,4.94,3.72,Linguini,31,Natália Sousa,Tangamandapio
2024-03-13,saia,ROUPAS,5.95,3.26,Tabajara,10,João Felipe das Neves,Campinas
2023-09-30,vinho,BEBIDAS,2.19,1.34,Tabajara,19,Isabela Nogueira,Ribeirão Pires
2024-03-28,vinho,BEBIDAS,4.69,3.04,Tabajara,13,Leonardo Sá,Santos
2024-03-16,durex,UTILIDADES,7.31,5.56,Linguini,43,Sophia Câmara,Tangamandapio
2024-01-16,papel higiênico,HIGIENE,7.05,5.36,Linguini,10,Mariana Moreira,Campinas
2023-11-11,saia,ROUPAS,9.32,5.73,Tabajara,34,Isis Guerra,Ribeirão Pires
2023-11-14,durex,UTILIDADES,6.84,5.23,Linguini,12,Dra. Maria Sophia Campos,Campinas
2024-04-21,abacaxi,ALIMENTOS,6.88,3.76,Tabajara,18,Henry Gabriel Rodrigues,Tangamandapio
2023-08-12,chinelo,ROUPAS,2.4,1.63,Linguini,22,Ayla Cavalcante,Santos
2023-06-21,panela,UTILIDADES,8.02,4.11,Tabajara,45,Stephany Silva,Ribeirão Pires
2023-07-10,filé de tilápia 1kg,ALIMENTOS,7.04,4.99,Tabajara,21,Ana Laura Lopes,Tangamandapio
2023-09-03,saia,ROUPAS,6.15,4.03,Tabajara,36,Dr. Anthony Gabriel Silva,Tangamandapio
2023-08-21,durex,UTILIDADES,8.27,4.68,Tabajara,19,Dr. Yuri Aragão,Ribeirão Pires
2024-04-19,durex,UTILIDADES,3.37,1.71,Tabajara,38,Luiz Gustavo da Rocha,Campinas
2024-04-14,shampoo,HIGIENE,2.03,1.4,Tabajara,34,Ana Beatriz Aragão,Tangamandapio
2023-08-10,durex,UTILIDADES,7.04,3.75,Linguini,20,Srta. Eduarda Siqueira,Ribeirão Pires
2023-11-07,papel higiênico,HIGIENE,3.66,2.4,Linguini,42,Isabella da Paz,Tangamandapio
2024-03-05,filé de tilápia 1kg,ALIMENTOS,9.92,5.62,Linguini,21,Joaquim Vieira,Santos
2023-11-01,shampoo,HIGIENE,7.73,5.98,Tabajara,31,Ana Lívia Leão,Campinas
2024-04-06,chinelo,ROUPAS,7.15,4.65,Tabajara,17,André Vasconcelos,Santos
2023-09-29,shampoo,HIGIENE,5.54,3.6,Linguini,22,Anthony Barbosa,Campinas
2024-03-06,panela,UTILIDADES,5.84,4.18,Tabajara,10,Eduardo Novaes,Ribeirão Pires
2023-12-27,durex,UTILIDADES,4.15,2.2,Tabajara,43,Mateus Campos,Campinas
2024-04-12,shampoo,HIGIENE,1.39,0.84,Linguini,46,Dom Cavalcanti,Campinas
2023-07-23,vinho,BEBIDAS,7.62,5.38,Tabajara,37,Enzo Jesus,Tangamandapio
2023-10-22,vinho,BEBIDAS,9.64,6.55,Linguini,15,Dr. Caio Santos,Tangamandapio
2023-09-23,filé de tilápia 1kg,ALIMENTOS,4.91,3.45,Linguini,33,Gabrielly Moura,Ribeirão Pires
2023-07-26,abacaxi,ALIMENTOS,8.67,5.94,Linguini,43,Vitor Hugo Pires,Campinas
2023-10-13,vinho,BEBIDAS,1.34,0.76,Linguini,48,Sr. Daniel Campos,Tangamandapio
2024-01-15,shampoo,HIGIENE,6.62,5.22,Linguini,23,Maria Luísa Ferreira,Campinas
2024-04-19,vinho,BEBIDAS,6.63,3.45,Linguini,33,Guilherme Pereira,Santos
2023-07-05,chinelo,ROUPAS,4.79,3.69,Linguini,40,Natália da Conceição,Campinas
2024-02-01,filé de tilápia 1kg,ALIMENTOS,6.3,4.89,Tabajara,25,Felipe Pastor,Tangamandapio
2023-07-23,chinelo,ROUPAS,9.11,5.6,Tabajara,46,Lucca Montenegro,Campinas
2023-11-04,saia,ROUPAS,7.54,4.95,Linguini,20,Otto Nogueira,Campinas
2024-04-23,chinelo,ROUPAS,3.0,1.89,Tabajara,14,Isabel Camargo,Campinas
2023-07-21,saia,ROUPAS,5.02,3.1,Tabajara,14,Dr. Thales Rodrigues,Ribeirão Pires
2024-01-18,filé de tilápia 1kg,ALIMENTOS,4.13,2.26,Tabajara,10,Igor da Paz,Santos
2024-04-28,abacaxi,ALIMENTOS,8.7,6.26,Tabajara,36,Ester Borges,Ribeirão Pires
2023-12-29,saia,ROUPAS,7.33,4.18,Linguini,9,Henry Cardoso,Campinas
2023-10-17,abacaxi,ALIMENTOS,8.96,5.68,Tabajara,48,Sra. Luna Nunes,Tangamandapio
2023-06-10,papel higiênico,HIGIENE,6.83,4.59,Linguini,3,Arthur Gabriel da Mata,Ribeirão Pires
2024-03-21,filé de tilápia 1kg,ALIMENTOS,9.53,7.25,Linguini,10,Leandro Albuquerque,Santos
2023-05-22,filé de tilápia 1kg,ALIMENTOS,9.51,4.98,Tabajara,42,Maria Liz Vargas,Ribeirão Pires
2023-05-13,chinelo,ROUPAS,9.7,6.24,Linguini,38,Benicio Gonçalves,Campinas
2023-11-23,filé de tilápia 1kg,ALIMENTOS,4.67,3.68,Linguini,25,Dr. João Felipe Duarte,Ribeirão Pires
2024-03-23,vinho,BEBIDAS,1.54,0.94,Linguini,37,Sra. Fernanda Dias,Ribeirão Pires
2024-02-14,shampoo,HIGIENE,6.33,3.62,Tabajara,22,Augusto Cirino,Ribeirão Pires
2023-07-20,shampoo,HIGIENE,3.79,1.98,Tabajara,4,Sabrina Rios,Santos
2024-03-13,vinho,BEBIDAS,1.31,0.96,Linguini,11,Kevin Sousa,Campinas
2024-02-16,chinelo,ROUPAS,9.9,7.51,Linguini,38,Ana Vitória Pastor,Santos
2023-10-10,chinelo,ROUPAS,3.38,2.56,Linguini,13,Sara da Conceição,Tangamandapio
2023-06-17,durex,UTILIDADES,6.77,3.67,Tabajara,12,Benicio Macedo,Ribeirão Pires
2023-09-08,vinho,BEBIDAS,6.2,4.52,Tabajara,11,Mirella da Luz,Campinas
2024-02-09,durex,UTILIDADES,2.06,1.42,Linguini,31,Luigi Camargo,Santos
2024-02-03,papel higiênico,HIGIENE,3.04,2.3,Linguini,11,Luan Porto,Santos
2023-07-07,fita isolante,UTILIDADES,9.72,4.88,Linguini,34,Emanuella Sales,Campinas
2023-06-24,saia,ROUPAS,9.31,7.21,Tabajara,13,Maria Luiza Freitas,Campinas
2024-04-23,abacaxi,ALIMENTOS,8.48,6.46,Linguini,43,Natália Teixeira,Santos
2023-10-27,chinelo,ROUPAS,4.41,2.6,Linguini,31,Brayan Fernandes,Ribeirão Pires
2023-11-16,vinho,BEBIDAS,8.06,4.99,Linguini,19,Elisa Lopes,Ribeirão Pires
2024-01-26,durex,UTILIDADES,4.88,2.95,Tabajara,7,Heloísa Moura,Santos
2024-02-05,fita isolante,UTILIDADES,6.8,4.75,Tabajara,30,Sr. Theo Cavalcante,Tangamandapio
2024-04-08,chinelo,ROUPAS,5.66,3.75,Linguini,21,Srta. Maria Liz Moura,Santos
2024-03-19,fita isolante,UTILIDADES,3.01,1.92,Tabajara,38,Allana Novais,Ribeirão Pires
2023-08-17,vinho,BEBIDAS,9.42,6.54,Tabajara,36,João Almeida,Ribeirão Pires
2023-07-30,chinelo,ROUPAS,1.57,0.84,Linguini,33,Dr. André da Mata,Campinas
2023-07-24,papel higiênico,HIGIENE,5.24,3.63,Tabajara,33,Sr. Dom Teixeira,Ribeirão Pires
2023-08-27,chinelo,ROUPAS,2.19,1.38,Tabajara,14,João Felipe Sousa,Campinas
2023-11-18,durex,UTILIDADES,2.87,1.51,Linguini,1,Maria Flor Casa Grande,Santos
2023-07-21,durex,UTILIDADES,1.1,0.62,Linguini,32,Maria Cecília da Costa,Ribeirão Pires
2024-04-24,durex,UTILIDADES,2.5,1.56,Linguini,11,Marcos Vinicius Freitas,Santos
2024-02-17,durex,UTILIDADES,5.61,4.02,Tabajara,4,Jade Jesus,Santos
2024-01-05,vinho,BEBIDAS,6.59,3.6,Tabajara,1,Luiz Otávio Pinto,Ribeirão Pires
2024-04-21,filé de tilápia 1kg,ALIMENTOS,2.7,1.7,Tabajara,36,Sr. João Felipe Lima,Campinas
2024-03-27,fita isolante,UTILIDADES,3.57,1.91,Tabajara,7,Renan Campos,Santos
2023-08-04,vinho,BEBIDAS,2.58,1.38,Tabajara,40,Srta. Helena Duarte,Tangamandapio
2024-04-17,vinho,BEBIDAS,2.32,1.37,Linguini,27,Maria Laura Gonçalves,Ribeirão Pires
2023-07-23,fita isolante,UTILIDADES,3.28,1.72,Tabajara,22,Lara Silveira,Santos
2024-01-21,shampoo,HIGIENE,4.29,2.5,Linguini,28,Heloisa Moura,Ribeirão Pires
2023-10-25,vinho,BEBIDAS,5.78,4.37,Linguini,22,Cecília Borges,Tangamandapio
2024-04-26,filé de tilápia 1kg,ALIMENTOS,6.54,4.88,Linguini,12,Mathias Cirino,Tangamandapio
2024-04-25,vinho,BEBIDAS,8.57,4.76,Linguini,6,Ryan Montenegro,Tangamandapio
2023-09-25,papel higiênico,HIGIENE,3.94,3.04,Tabajara,11,Vitor Moura,Santos
2024-03-06,vinho,BEBIDAS,8.47,5.45,Tabajara,21,Evelyn Castro,Tangamandapio
2023-11-12,vinho,BEBIDAS,4.62,2.49,Linguini,12,Arthur Miguel Sá,Ribeirão Pires
2023-06-14,shampoo,HIGIENE,6.75,5.13,Linguini,44,Sr. Vicente Casa Grande,Campinas
2023-08-21,abacaxi,ALIMENTOS,6.7,4.93,Tabajara,35,Kamilly Brito,Ribeirão Pires
2023-08-31,saia,ROUPAS,2.52,1.87,Linguini,25,Yuri Gonçalves,Santos
2023-11-22,filé de tilápia 1kg,ALIMENTOS,9.93,7.74,Tabajara,9,Sra. Ana Cecília Caldeira,Ribeirão Pires
2023-11-13,saia,ROUPAS,7.1,5.08,Tabajara,16,Paulo Ramos,Tangamandapio
2023-10-06,durex,UTILIDADES,7.74,6.07,Linguini,2,Ágatha Pacheco,Ribeirão Pires
2023-10-05,saia,ROUPAS,6.62,4.68,Linguini,17,João Pedro Vieira,Campinas
2023-06-07,vinho,BEBIDAS,1.67,1.1,Tabajara,17,Sr. Enrico Montenegro,Campinas
2023-12-02,filé de tilápia 1kg,ALIMENTOS,8.31,4.76,Linguini,2,Natália Moreira,Tangamandapio
2023-09-27,chinelo,ROUPAS,7.75,4.5,Linguini,30,Joana Cassiano,Santos
2023-06-20,vinho,BEBIDAS,2.27,1.15,Tabajara,13,Maria Nascimento,Ribeirão Pires
2023-09-24,panela,UTILIDADES,8.42,6.35,Tabajara,35,Clara das Neves,Tangamandapio
2024-03-14,abacaxi,ALIMENTOS,9.95,5.84,Linguini,46,Luiz Felipe Vieira,Santos
2023-07-18,papel higiênico,HIGIENE,8.08,5.06,Linguini,29,Olivia Campos,Campinas
2023-08-27,abacaxi,ALIMENTOS,6.77,3.62,Linguini,32,Mateus da Cruz,Campinas
2023-11-16,chinelo,ROUPAS,3.98,3.05,Linguini,22,Helena Silva,Ribeirão Pires
2023-12-01,saia,ROUPAS,7.59,4.08,Tabajara,41,Kamilly da Paz,Tangamandapio
2023-07-04,vinho,BEBIDAS,4.92,3.65,Tabajara,3,Melina Pires,Ribeirão Pires
2023-06-19,vinho,BEBIDAS,3.05,1.55,Linguini,34,Larissa Freitas,Ribeirão Pires
2024-01-22,fita isolante,UTILIDADES,1.2,0.72,Linguini,11,Ana Julia Pires,Tangamandapio
2023-07-20,fita isolante,UTILIDADES,3.79,2.09,Linguini,22,Sofia Barros,Campinas
2024-03-17,saia,ROUPAS,5.54,3.61,Tabajara,50,Maria Laura Cassiano,Ribeirão Pires
2023-05-05,abacaxi,ALIMENTOS,6.97,3.97,Linguini,17,Sr. Thomas Cassiano,Tangamandapio
2024-01-15,saia,ROUPAS,1.39,1.09,Tabajara,16,Eduardo Câmara,Tangamandapio
2023-10-08,filé de tilápia 1kg,ALIMENTOS,3.55,1.83,Tabajara,49,Mariah da Cunha,Santos
2024-04-17,shampoo,HIGIENE,1.59,1.24,Linguini,16,Ana Liz Casa Grande,Tangamandapio
2024-04-16,shampoo,HIGIENE,1.16,0.9,Linguini,25,Ana Lívia da Luz,Tangamandapio
2023-07-01,fita isolante,UTILIDADES,2.44,1.81,Linguini,22,Dra. Ana Carolina Sá,Campinas
2024-03-24,vinho,BEBIDAS,5.81,3.68,Linguini,15,Larissa Moreira,Santos
2023-08-29,papel higiênico,HIGIENE,8.78,5.88,Linguini,36,Sra. Maria Eduarda Sales,Campinas
2024-04-02,saia,ROUPAS,1.46,1.13,Tabajara,45,Rael Freitas,Campinas
2023-11-29,filé de tilápia 1kg,ALIMENTOS,1.91,1.06,Tabajara,40,Isadora da Mata,Ribeirão Pires
2024-04-17,vinho,BEBIDAS,7.23,3.68,Linguini,11,Milena Castro,Tangamandapio
2023-10-14,chinelo,ROUPAS,1.31,0.71,Linguini,27,Catarina da Rosa,Tangamandapio
2024-04-06,saia,ROUPAS,7.25,4.55,Linguini,30,Otávio Viana,Santos
2023-09-30,vinho,BEBIDAS,7.28,3.95,Linguini,32,Pedro Henrique Pastor,Tangamandapio
2023-05-28,saia,ROUPAS,5.28,3.3,Linguini,17,Vitor Gabriel Camargo,Campinas
2023-06-01,vinho,BEBIDAS,8.85,4.89,Tabajara,5,Eloá Novaes,Ribeirão Pires
2023-05-25,vinho,BEBIDAS,9.86,6.13,Linguini,7,Maria Flor Novaes,Campinas
2023-09-29,saia,ROUPAS,5.37,3.51,Linguini,50,Bryan Borges,Tangamandapio
2024-04-09,durex,UTILIDADES,7.4,5.21,Linguini,26,Aylla Cirino,Campinas
2023-06-08,filé de tilápia 1kg,ALIMENTOS,3.04,1.85,Linguini,26,Murilo Caldeira,Campinas
2024-04-19,papel higiênico,HIGIENE,7.44,4.22,Tabajara,3,Srta. Maria Júlia Pimenta,Tangamandapio
2023-10-09,durex,UTILIDADES,1.85,1.29,Linguini,38,Murilo Souza,Santos
2023-10-16,vinho,BEBIDAS,3.75,2.86,Linguini,33,José Miguel Barbosa,Ribeirão Pires
2024-01-29,chinelo,ROUPAS,4.64,3.16,Linguini,14,Caio Duarte,Tangamandapio
2023-10-09,vinho,BEBIDAS,5.95,3.39,Tabajara,48,Bárbara Rodrigues,Ribeirão Pires
2023-09-22,papel higiênico,HIGIENE,5.65,3.34,Tabajara,8,Evelyn Silveira,Ribeirão Pires
2023-08-24,vinho,BEBIDAS,8.0,5.93,Tabajara,44,Bárbara Pastor,Campinas
2023-08-10,chinelo,ROUPAS,6.58,3.89,Linguini,35,Otávio Montenegro,Campinas
2023-08-14,fita isolante,UTILIDADES,9.99,7.34,Linguini,45,Gael Henrique das Neves,Campinas
2023-05-31,saia,ROUPAS,9.37,6.12,Linguini,16,Gael Mendes,Campinas
2023-08-11,panela,UTILIDADES,4.94,3.37,Linguini,18,Stephany Cavalcanti,Ribeirão Pires
2024-03-15,shampoo,HIGIENE,2.84,1.92,Linguini,32,João Vitor Macedo,Ribeirão Pires
2023-08-22,shampoo,HIGIENE,3.12,2.0,Tabajara,34,Breno Novais,Santos
2023-12-25,vinho,BEBIDAS,1.93,1.24,Tabajara,29,Letícia Campos,Santos
2023-07-27,panela,UTILIDADES,3.06,2.01,Linguini,2,Gustavo Camargo,Santos
2023-07-31,saia,ROUPAS,2.03,1.38,Tabajara,20,Thiago Novaes,Campinas
2023-10-23,filé de tilápia 1kg,ALIMENTOS,3.34,1.88,Tabajara,46,Evelyn Sampaio,Ribeirão Pires
2023-11-06,panela,UTILIDADES,2.16,1.32,Tabajara,14,Luiza Sampaio,Campinas
2024-04-28,fita isolante,UTILIDADES,5.68,3.71,Tabajara,2,Gael Henrique Gonçalves,Campinas
2024-03-30,shampoo,HIGIENE,7.44,5.31,Tabajara,17,Thomas Moraes,Tangamandapio
2023-11-27,durex,UTILIDADES,2.64,1.53,Tabajara,4,Marina Novais,Tangamandapio
2023-09-26,chinelo,ROUPAS,3.8,2.05,Tabajara,44,Sra. Laura Caldeira,Tangamandapio
2024-01-07,fita isolante,UTILIDADES,2.92,1.48,Linguini,30,Sabrina Garcia,Ribeirão Pires
2023-09-04,panela,UTILIDADES,1.58,0.93,Linguini,35,Heitor da Cruz,Campinas
2023-11-03,papel higiênico,HIGIENE,1.05,0.7,Tabajara,36,Liam Gonçalves,Ribeirão Pires
2023-07-19,abacaxi,ALIMENTOS,4.09,2.8,Tabajara,23,Sr. Erick Silva,Campinas
2023-06-11,shampoo,HIGIENE,6.41,3.31,Linguini,12,Srta. Sarah Garcia,Tangamandapio
2023-08-06,vinho,BEBIDAS,6.97,4.95,Tabajara,48,Bruno Silva,Santos
2023-12-14,filé de tilápia 1kg,ALIMENTOS,5.5,4.05,Linguini,7,Catarina Ferreira,Ribeirão Pires
2024-02-08,shampoo,HIGIENE,7.43,5.21,Linguini,35,Ravi Lucca da Conceição,Tangamandapio
2024-01-28,papel higiênico,HIGIENE,7.23,4.26,Linguini,10,Lavínia Garcia,Campinas
2024-04-25,shampoo,HIGIENE,2.57,1.73,Linguini,28,Maria Luísa Melo,Campinas
2023-07-14,vinho,BEBIDAS,9.28,6.84,Linguini,49,Srta. Gabrielly Pires,Ribeirão Pires
2023-08-23,abacaxi,ALIMENTOS,5.33,2.84,Tabajara,18,Maria Fernanda das Neves,Ribeirão Pires
2023-11-27,panela,UTILIDADES,4.96,2.59,Linguini,7,Hadassa Silva,Santos
2023-12-28,vinho,BEBIDAS,6.76,5.15,Linguini,24,João Gabriel Jesus,Tangamandapio
2023-10-25,fita isolante,UTILIDADES,1.17,0.66,Tabajara,5,Erick da Cunha,Ribeirão Pires
2024-04-17,filé de tilápia 1kg,ALIMENTOS,8.43,5.36,Linguini,18,Léo Sampaio,Ribeirão Pires
2023-08-28,papel higiênico,HIGIENE,6.6,4.81,Linguini,33,Alana Cunha,Ribeirão Pires
2024-01-10,chinelo,ROUPAS,4.93,3.41,Linguini,3,Alice da Rosa,Campinas
2023-11-21,shampoo,HIGIENE,7.5,5.62,Linguini,26,Sra. Helena Silva,Santos
2023-08-09,fita isolante,UTILIDADES,5.88,3.09,Linguini,45,Maria Luiza Teixeira,Ribeirão Pires
2023-10-12,chinelo,ROUPAS,7.89,5.79,Tabajara,4,Danilo Araújo,Tangamandapio
2023-10-16,abacaxi,ALIMENTOS,2.35,1.84,Linguini,24,Anna Liz Leão,Ribeirão Pires
2023-08-13,chinelo,ROUPAS,2.46,1.76,Linguini,3,Gustavo da Conceição,Campinas
2024-02-28,shampoo,HIGIENE,2.19,1.56,Tabajara,22,Sra. Lunna Camargo,Santos
2024-03-06,saia,ROUPAS,6.21,3.55,Tabajara,47,Joaquim Silva,Santos
2024-04-04,filé de tilápia 1kg,ALIMENTOS,9.67,7.71,Tabajara,14,Paulo Novaes,Tangamandapio
2024-04-16,papel higiênico,HIGIENE,7.35,3.87,Linguini,32,Maya da Rosa,Santos
2023-08-08,panela,UTILIDADES,9.52,5.54,Linguini,39,Isaque Moraes,Tangamandapio
2023-11-27,shampoo,HIGIENE,2.22,1.2,Linguini,43,Valentina Cassiano,Campinas
2023-07-17,vinho,BEBIDAS,3.55,2.64,Tabajara,40,Calebe Sales,Campinas
2024-03-20,panela,UTILIDADES,7.28,5.29,Tabajara,5,Felipe Vargas,Ribeirão Pires
2023-05-12,filé de tilápia 1kg,ALIMENTOS,6.26,4.74,Linguini,17,Heloisa Azevedo,Campinas
2024-04-04,shampoo,HIGIENE,8.61,5.08,Tabajara,2,Juliana Cavalcanti,Tangamandapio
2023-08-04,chinelo,ROUPAS,9.05,5.42,Linguini,14,Stella Campos,Santos
2023-09-07,papel higiênico,HIGIENE,7.83,5.78,Linguini,38,Dr. Caio Campos,Tangamandapio
2023-06-03,papel higiênico,HIGIENE,9.34,6.81,Linguini,13,Clarice Azevedo,Campinas
2023-09-19,fita isolante,UTILIDADES,2.22,1.65,Tabajara,43,Dr. Enrico Ribeiro,Ribeirão Pires
